"id";"name";"guard_name"
333bc440-b502-11ea-94ac-fdb5f1fee3a5;Manage Home;web
3c852ce0-b502-11ea-acad-850cca85da5e;Manage Settings;web
44e39390-b502-11ea-8884-e15c56633e44;Manage Roles;web
4cf62be0-b502-11ea-8359-773917eada09;Manage Permissions;web
535bd310-b502-11ea-8fc7-0b01eb01308f;Manage References;web
5929c950-b502-11ea-8114-7b2df4745168;Manage Menu;web
624b5b10-b502-11ea-beed-35082cf0775d;Manage Users;web
